NewExist,UrbanRural,RevLineCr,LowDoc,Accept,BankStateInOhio,ApprovalDateMonth,ApprovalFYGrouped,NoEmpGrouped,CreateJobBinary,RetainedJobBinary,IsFranchise,DisbursementGrossGrouped
1,2,1,0,1,0,7,2005,0,0,1,0,1
1,1,0,0,1,1,7,2001,1,1,0,0,1
1,1,1,0,0,1,10,2012,0,0,1,0,1
2,1,0,0,0,0,2,2005,0,0,1,0,0
1,0,0,0,0,1,12,1999,1,1,0,0,1
1,1,0,0,0,1,5,2006,0,0,1,0,1
2,1,0,1,0,1,9,2003,1,0,0,0,1
1,1,1,0,1,0,5,2005,0,0,1,0,0
2,1,1,0,0,1,1,2008,0,0,1,0,0
1,2,0,0,0,1,10,2003,1,0,0,0,2
2,2,0,0,1,1,3,2007,0,0,0,0,1
1,1,1,0,0,1,4,2006,0,0,1,0,0
1,1,0,0,1,1,4,2001,1,0,0,0,1
2,0,0,0,1,1,12,1992,0,0,0,0,0
2,0,0,1,1,1,8,1995,0,0,0,0,1
1,1,0,0,1,0,10,2000,0,0,1,0,1
1,2,1,0,0,0,2,2005,0,0,1,0,1
2,1,1,0,1,1,4,2009,0,0,0,0,0
1,1,1,0,0,1,3,2009,0,0,0,0,0
2,2,0,0,0,0,2,2007,0,1,1,0,1
1,1,1,0,0,1,12,2011,0,0,0,0,0
1,1,1,0,0,1,7,2010,0,0,0,0,0
1,2,1,0,0,0,3,2007,0,1,1,0,1
1,1,0,1,1,1,5,2003,0,0,0,0,1
1,1,1,0,0,0,9,2005,0,0,1,0,0
1,1,1,0,0,1,4,2002,0,0,1,0,1
2,1,0,0,1,1,2,2006,0,1,1,0,0
1,1,1,0,1,1,3,2008,0,0,0,0,0
1,0,0,0,0,0,9,1998,0,0,0,0,1
2,0,0,0,1,1,10,1998,0,0,0,0,1
2,1,1,0,0,0,8,2007,0,0,1,0,1
2,2,0,1,0,1,8,2002,1,0,0,0,1
1,1,1,0,1,0,5,2006,0,1,1,0,2
1,1,0,0,1,1,10,2004,0,0,0,1,3
2,1,1,0,1,1,4,2004,0,1,1,0,0
1,1,1,0,0,1,3,2005,1,1,1,0,1
1,1,1,0,0,0,10,2008,0,0,1,0,1
2,0,0,0,1,1,1,1994,1,0,0,1,1
1,0,0,0,1,1,11,1993,0,0,0,0,2
1,1,0,0,0,0,7,2007,0,0,1,0,0
1,1,0,0,0,1,5,2007,0,0,0,0,0
1,1,0,0,0,0,9,2007,0,1,1,0,1
1,1,0,0,1,0,8,2000,0,0,0,1,1
1,0,0,0,1,1,3,1994,1,0,0,0,1
2,2,0,0,1,1,11,2008,0,1,0,0,1
1,1,1,0,0,0,1,2004,0,1,1,0,1
1,0,0,0,0,1,3,1998,0,0,0,0,1
1,1,1,0,1,1,5,2006,0,0,1,0,1
1,1,1,0,0,0,9,2008,0,1,1,0,0
1,1,1,0,1,1,1,2009,0,0,0,0,0
1,0,0,0,0,1,1,1998,1,0,0,0,2
1,1,0,0,0,0,11,2004,0,0,1,0,0
2,2,1,0,0,1,3,2005,0,1,1,0,1
2,1,0,0,1,1,12,2002,0,1,0,1,1
1,1,1,0,1,1,6,2004,1,1,1,0,1
1,1,1,0,0,0,11,2006,0,1,1,0,0
1,0,0,0,1,1,9,1993,0,0,0,0,2
1,1,1,0,0,1,4,2005,1,0,1,0,1
1,1,1,0,0,1,10,2004,0,0,1,0,0
1,2,1,0,0,0,12,2006,0,1,1,0,1
1,0,0,0,1,1,10,1989,1,1,1,0,1
2,1,0,0,0,0,5,2005,0,0,1,0,0
1,1,0,0,1,1,10,2007,0,1,0,0,0
2,1,0,0,0,1,8,2007,0,1,1,0,0
1,1,1,0,0,0,6,2007,0,0,1,0,1
2,2,0,0,1,1,4,2005,0,1,1,0,0
1,1,1,0,1,0,9,2006,0,0,1,0,2
2,0,0,0,0,1,3,1989,0,0,0,0,1
2,2,0,0,0,1,7,2008,0,1,1,0,1
1,1,0,0,0,1,10,2009,1,0,1,0,3
1,1,1,0,0,0,8,2006,0,0,1,0,1
1,2,0,0,0,0,2,2005,0,1,1,0,0
2,0,0,0,0,1,3,1975,0,0,0,0,1
1,0,0,0,1,1,8,1995,0,0,0,0,0
1,0,0,0,1,1,9,1998,1,1,0,0,2
2,2,0,0,1,1,1,2007,0,1,1,0,1
1,1,1,0,1,1,1,2006,0,0,1,0,1
1,1,0,0,1,0,9,2005,0,1,1,0,3
2,1,0,0,0,1,9,2009,0,0,1,0,0
1,1,0,0,0,0,8,2007,0,0,1,0,0
1,1,1,0,1,0,3,2006,0,0,1,0,0
1,1,1,0,0,0,8,2006,1,0,1,0,0
2,1,1,0,1,1,6,2005,0,0,1,0,1
2,0,0,0,1,1,8,1997,0,0,0,1,1
2,1,0,1,0,1,11,2002,0,0,0,0,0
2,1,0,0,1,1,8,2005,0,1,1,0,1
1,1,1,0,1,1,7,2010,1,1,1,0,2
2,2,0,0,0,1,4,2005,0,1,1,1,1
1,1,0,0,0,0,7,2000,1,1,1,0,1
2,1,0,0,0,1,1,2006,0,1,1,0,2
1,1,0,0,0,1,1,2010,0,0,1,0,0
2,1,1,0,1,1,6,2004,1,1,1,0,0
2,0,0,1,0,1,2,1996,0,0,0,0,1
1,2,0,0,1,1,4,2004,1,0,1,1,2
2,1,0,0,0,0,11,2001,0,0,1,0,1
1,2,0,0,1,1,8,2003,1,0,0,0,2
1,1,1,0,1,0,5,2007,1,1,1,0,1
1,1,0,0,0,0,2,2006,0,1,1,0,0
2,1,1,0,0,0,9,2006,0,1,1,0,1
1,1,0,0,1,1,5,2010,0,1,1,0,0
1,2,0,0,1,0,10,2006,0,0,1,0,0
1,0,0,1,1,1,8,1996,0,0,0,0,0
1,0,0,0,0,1,12,1993,1,0,0,0,0
1,1,1,0,1,1,5,2002,1,1,1,0,1
2,1,0,0,1,1,6,2009,0,0,1,0,1
2,1,0,0,0,0,2,2006,0,1,1,0,0
1,1,0,1,1,0,8,1999,0,0,0,0,1
2,1,0,0,0,0,8,2006,0,1,1,0,0
1,0,0,0,1,1,2,1991,0,0,0,0,1
2,1,0,0,0,0,12,2010,0,1,1,0,0
2,0,0,0,0,0,10,1989,1,0,0,0,1
1,1,0,0,1,1,7,1999,0,1,1,0,1
1,1,0,0,0,0,11,2006,1,0,1,0,1
1,2,1,0,0,0,10,2005,0,1,1,0,0
2,1,0,0,0,1,6,2000,0,0,0,0,2
1,0,0,0,1,1,5,1993,1,1,1,0,1
1,0,0,0,1,1,4,1992,1,1,0,0,1
1,1,0,0,0,0,12,2008,0,0,1,0,0
2,2,1,0,1,0,1,2007,0,1,1,0,1
1,2,1,0,0,0,1,2005,0,1,1,0,0
1,1,0,0,0,0,5,2006,0,1,1,0,0
2,2,1,0,0,0,7,2007,0,0,1,0,1
1,2,0,0,0,1,6,2008,0,0,0,0,0
1,0,0,0,1,1,5,1989,1,0,0,0,1
1,2,0,0,1,1,4,2008,0,0,0,0,0
1,2,0,0,1,1,2,2010,1,0,1,0,2
2,0,0,0,1,1,2,1998,0,0,0,0,1
1,2,1,0,1,0,10,2005,0,0,1,0,1
2,0,0,1,1,1,4,1997,0,0,0,1,1
2,1,1,0,0,1,6,2007,0,1,1,0,0
1,1,0,0,0,0,10,2011,1,1,1,0,0
2,1,1,0,1,0,3,2007,0,0,1,0,0
1,0,0,0,1,1,4,1994,0,0,0,0,1
2,2,0,0,1,1,1,2008,0,1,1,0,1
1,0,0,0,1,1,6,1996,1,1,1,0,1
1,1,0,0,1,1,8,2001,0,0,0,0,1
1,1,0,0,1,0,12,2008,0,1,1,0,0
1,1,1,0,1,1,6,2002,1,1,1,0,1
1,1,0,0,0,0,10,2006,0,0,1,0,1
2,0,0,0,1,1,4,1998,0,0,1,0,2
2,1,1,0,1,1,12,2008,0,0,1,0,0
2,1,0,0,0,1,8,2005,0,1,1,0,1
1,0,0,0,0,1,4,1996,1,0,0,0,3
2,1,1,0,1,1,12,2004,0,1,1,0,1
1,0,0,0,1,0,2,1994,1,0,0,0,1
1,1,0,0,0,0,8,2007,0,0,1,0,2
2,0,0,1,1,1,12,1998,1,0,0,0,0
1,2,0,0,0,0,6,2004,0,0,1,0,1
1,1,0,0,0,0,12,2005,0,0,0,0,0
1,0,0,1,0,1,7,1997,0,0,0,1,0
1,1,0,0,1,0,9,2005,0,0,1,0,0
2,0,0,1,1,1,2,1996,0,0,0,0,1
2,1,0,0,1,0,10,2009,0,1,0,0,0
1,0,0,0,1,1,2,1994,1,0,0,0,2
1,0,0,0,1,1,2,1993,1,0,0,0,2
2,1,0,1,0,1,4,2001,0,0,0,0,0
1,1,1,0,0,0,3,2004,0,0,1,0,0
1,1,1,0,1,1,8,2000,0,1,1,0,1
1,1,0,0,1,1,4,2005,0,0,1,0,1
2,1,1,0,1,1,12,2000,0,1,0,0,0
1,1,0,0,1,1,2,2001,1,1,1,0,2
2,1,0,0,1,1,9,2003,0,1,1,0,1
2,1,0,0,0,0,9,2006,0,1,1,1,2
1,1,0,0,1,1,2,2001,0,1,1,0,2
1,0,0,0,1,1,7,1996,1,1,0,0,2
1,1,0,0,1,1,5,2003,0,1,1,0,2
1,1,1,0,0,1,11,2007,0,0,1,0,1
2,2,0,1,0,1,1,2003,0,0,0,1,1
2,1,1,0,0,1,4,2005,0,1,1,0,0
2,0,0,0,1,1,5,1989,1,1,1,0,1
1,0,0,0,0,1,6,1989,1,0,0,1,1
2,2,1,0,0,0,8,2006,0,1,1,0,0
2,0,0,0,0,1,4,1989,1,0,0,0,1
1,1,1,0,1,0,3,2006,0,1,1,0,1
2,2,0,1,0,1,6,2001,0,0,0,0,0
2,1,1,0,1,0,1,2008,1,1,1,0,0
1,1,0,0,1,0,4,2005,1,1,1,0,1
1,0,0,0,0,1,10,1989,0,0,0,0,1
1,0,0,0,0,1,1,1993,1,0,0,1,2
1,1,1,0,1,1,3,2011,0,1,0,0,1
1,0,0,1,1,1,11,1996,0,0,0,0,1
2,1,1,0,0,1,6,2005,0,1,0,1,0
1,1,0,0,1,1,3,2008,0,0,0,0,0
2,2,0,0,0,0,3,2002,1,0,0,1,2
1,1,1,0,0,1,5,2005,1,1,1,0,1
2,0,0,0,0,0,4,1998,0,0,0,1,1
1,2,0,0,0,1,11,2007,0,0,0,0,2
1,1,0,1,1,1,12,2004,1,0,0,1,1
1,1,1,0,0,0,3,2007,1,0,1,0,0
2,1,0,0,1,1,7,2004,0,0,1,1,1
1,1,1,0,1,1,7,2010,1,0,1,0,2
1,0,0,1,1,1,8,1996,1,0,0,0,1
1,1,1,0,1,1,6,2009,0,0,1,0,1
1,1,0,0,1,1,8,2003,1,1,1,0,1
2,0,0,0,0,1,10,1989,0,0,0,0,1
1,1,0,0,1,0,6,1999,0,1,1,0,1
1,1,0,0,1,0,9,2005,0,1,1,0,0
1,1,0,0,1,1,5,2000,0,1,1,0,1
2,0,0,0,0,1,11,1998,0,0,0,0,1
1,1,0,0,1,1,3,2004,0,1,1,0,0
2,1,1,0,0,0,11,2007,0,1,1,0,0
1,1,0,0,0,0,3,2002,1,0,0,0,2
1,1,1,0,1,0,11,2005,0,0,1,0,1
2,0,0,0,0,1,5,1989,1,0,0,0,1
2,1,0,0,1,0,2,2006,0,1,1,0,1
2,1,0,0,1,1,7,2006,0,1,1,0,1
1,1,0,0,0,0,11,2005,0,0,0,0,1
2,1,0,0,0,1,3,2008,0,1,0,0,0
1,1,0,0,0,1,5,2005,1,0,1,1,2
1,2,1,0,1,0,8,2006,0,0,1,0,1
1,1,0,0,1,0,4,2002,0,1,1,0,2
1,1,0,0,0,0,12,2005,0,0,1,0,0
2,1,1,0,0,0,3,2006,0,0,1,0,0
1,1,1,0,1,1,6,2004,0,0,1,0,0
2,1,0,0,0,0,8,2009,0,1,1,0,1
1,1,0,0,1,1,3,2000,1,1,0,0,1
2,0,0,0,1,1,4,1997,0,0,0,0,3
1,1,0,0,1,1,3,2013,0,0,0,0,0
2,1,0,0,1,1,1,2008,0,0,1,0,2
1,1,1,0,0,1,6,2008,1,0,1,0,1
1,1,0,0,1,0,8,2005,0,0,1,0,0
1,1,0,0,0,1,11,2008,0,0,1,0,1
1,0,0,0,1,1,5,1989,1,0,0,1,0
1,2,0,0,1,1,7,2009,0,0,1,0,0
1,1,0,1,1,1,11,2002,0,0,0,0,1
1,0,0,1,1,1,3,1997,0,0,0,0,0
2,1,1,0,0,0,11,2007,0,0,1,0,1
2,1,1,0,1,0,2,2005,0,1,1,0,1
1,1,0,0,0,0,1,2006,1,0,1,0,0
1,0,0,0,1,1,2,1992,1,0,0,0,2
1,0,0,0,1,1,2,1996,1,1,0,0,2
1,1,0,0,1,1,11,2005,0,0,0,0,2
1,0,0,0,0,1,7,1989,0,0,0,0,0
2,1,0,0,0,1,6,2006,1,1,1,0,2
1,1,1,0,0,1,5,2007,0,1,1,0,1
2,0,0,0,1,0,12,1997,0,0,0,0,2
2,2,0,1,1,1,6,2000,0,0,0,0,0
1,2,1,0,0,0,3,2007,1,0,1,0,2
2,1,1,0,0,0,2,2007,1,0,1,0,1
1,1,0,0,1,1,3,2010,0,0,1,0,0
1,0,0,0,0,1,2,1989,0,0,0,0,2
1,1,0,0,1,1,11,2001,1,1,1,0,2
1,1,1,0,1,1,12,2004,0,0,1,0,0
1,0,0,0,1,1,3,1995,1,1,1,1,1
1,1,1,0,1,0,2,2002,1,1,1,0,1
2,2,0,0,0,1,7,2007,0,0,1,0,0
1,1,0,0,0,1,2,2003,0,0,0,0,2
2,1,0,0,1,1,7,2010,0,1,1,0,2
1,1,0,0,0,0,2,2000,0,1,1,0,2
2,2,0,0,1,0,8,2007,0,0,1,0,0
2,1,1,0,0,0,8,2004,0,0,0,0,0
1,1,0,0,1,1,4,2005,1,1,1,0,1
1,2,0,0,0,1,6,2007,1,0,1,0,3
2,1,1,0,0,1,2,2007,1,1,1,0,0
1,0,0,0,0,0,2,1996,1,0,0,0,1
1,1,0,0,1,1,2,2011,0,0,0,0,0
1,1,1,0,0,1,12,2005,0,1,1,0,0
1,1,1,0,0,1,10,2008,0,0,1,0,1
1,1,0,0,0,0,6,2005,0,0,1,0,1
2,1,0,0,0,0,5,2000,0,0,0,0,0
2,1,1,0,0,1,12,2008,1,1,1,0,2
1,0,0,0,1,0,5,1999,0,1,0,0,0
1,1,1,0,0,1,5,2000,1,0,1,0,0
1,2,0,0,1,1,10,2007,1,1,1,0,1
1,0,0,0,1,1,9,1989,1,0,0,0,1
1,1,0,0,1,1,3,2006,0,0,1,0,1
2,1,1,0,1,0,4,2006,0,1,1,0,0
2,2,0,1,1,1,8,2005,0,0,0,0,1
1,0,0,0,1,1,4,1995,1,1,1,0,2
2,0,0,0,0,0,1,1989,1,0,0,0,2
1,1,0,0,1,1,3,2000,0,0,1,0,2
1,1,1,0,1,0,11,2010,1,0,1,0,2
2,2,0,0,0,0,6,2006,0,1,1,0,2
1,0,0,0,1,1,7,1995,1,1,0,0,2
1,0,0,0,1,1,10,1992,1,1,1,0,1
1,1,1,0,1,0,1,2010,0,0,1,0,0
2,2,1,0,1,0,6,2007,0,0,1,0,1
1,1,1,0,0,1,11,2005,0,0,1,0,0
1,1,0,0,1,1,1,2000,1,1,1,0,2
1,2,0,0,1,1,11,2004,0,0,1,0,1
1,1,0,0,0,0,5,2006,0,1,1,0,1
2,2,1,0,1,0,12,2007,0,0,1,0,0
1,2,0,0,0,0,5,2008,0,1,1,0,0
1,0,0,1,1,1,12,1999,0,0,0,1,1
1,1,1,0,1,1,6,2008,0,0,1,0,1
1,0,0,0,1,1,7,1990,1,0,0,0,2
2,1,1,0,1,1,2,2003,0,0,1,0,0
1,1,0,0,1,1,6,2002,0,1,0,0,1
2,0,0,1,0,0,3,1995,0,0,0,0,1
1,2,0,0,0,0,1,2005,0,1,1,0,0
1,1,0,0,1,1,10,2011,0,1,1,0,2
1,0,0,0,1,1,2,1994,0,1,1,0,1
2,0,0,0,0,1,12,1989,0,0,0,0,1
1,2,1,0,1,1,4,2007,0,0,0,0,0
2,2,0,0,0,1,12,2006,1,1,1,0,1
1,1,0,0,1,1,5,2002,0,0,0,0,1
1,1,1,0,0,0,11,2005,0,0,1,0,0
1,1,1,0,0,1,11,2008,1,1,1,0,2
1,1,1,0,0,0,10,2007,0,0,1,0,1
1,1,0,1,1,1,10,2001,0,0,0,0,0
2,1,0,0,1,0,10,2007,0,0,1,0,0
1,2,1,0,0,0,10,2005,0,1,1,0,1
1,1,0,0,1,0,12,2005,0,0,0,0,0
1,0,0,0,1,0,11,1996,0,0,0,0,1
1,0,0,0,1,0,7,1990,0,0,0,0,1
1,0,0,0,1,1,10,1990,1,1,1,0,1
2,1,0,0,0,0,9,2005,0,0,1,0,0
2,2,0,0,1,1,5,2007,0,1,1,1,1
1,1,1,0,0,1,10,2010,0,0,0,0,0
1,2,1,0,0,0,9,2004,0,0,0,0,0
1,1,0,0,1,1,7,2010,0,0,0,0,3
1,1,1,0,0,0,3,2007,0,0,1,0,0
1,1,1,0,1,0,11,2007,1,0,1,0,1
1,0,0,0,1,1,2,1993,1,0,0,0,1
2,0,0,0,0,0,6,1996,0,0,0,0,0
2,1,0,0,1,1,12,2000,0,0,0,0,0
1,1,1,0,0,0,2,2007,0,0,1,0,1
1,0,0,1,0,1,3,1996,0,0,0,1,0
2,2,1,0,1,1,3,2006,0,1,1,0,2
2,0,0,0,0,0,6,1998,0,0,0,0,2
1,1,0,0,1,1,1,2008,0,0,0,0,0
2,1,0,1,0,1,9,2002,0,0,0,0,1
2,1,0,0,1,0,8,2007,0,0,1,0,0
1,1,0,0,1,1,3,2011,0,0,0,0,0
2,1,0,0,0,1,10,2008,0,1,0,1,1
1,1,0,1,0,1,4,2003,0,0,0,0,1
2,1,1,0,1,1,4,2005,1,1,1,0,0
1,0,0,0,0,1,7,1989,0,0,0,0,1
1,1,1,0,0,0,8,2003,0,1,1,0,1
1,1,0,0,1,0,5,2002,0,1,1,0,1
1,1,0,0,1,0,3,2008,0,0,1,0,0
1,1,1,0,1,1,11,2008,0,0,1,0,1
2,1,1,0,0,1,10,2008,0,0,1,0,0
2,0,0,1,1,1,3,1996,0,0,0,0,1
2,1,1,0,1,0,10,2005,0,0,0,1,0
1,1,1,0,0,0,10,2005,0,0,1,0,0
1,1,0,0,1,1,4,2006,1,1,1,0,1
